,lr = 0.1,lr = 0.01,lr = 0.001
0,0.840661938534279,0.04680851063829787,0.491725768321513
1,0.840661938534279,0.048699763593380616,0.49598108747044917
2,0.840661938534279,0.05626477541371158,0.49598108747044917
3,0.840661938534279,0.06524822695035461,0.49692671394799054
4,0.840661938534279,0.07470449172576832,0.4978723404255319
5,0.840661938534279,0.07423167848699763,0.5011820330969267
6,0.840661938534279,0.07943262411347518,0.5026004728132387
7,0.840661938534279,0.09219858156028368,0.5026004728132387
8,0.5527186761229315,0.09219858156028368,0.5026004728132387
9,0.5527186761229315,0.08652482269503546,0.5026004728132387
10,0.9375886524822695,0.11158392434988179,0.5049645390070922
11,0.9375886524822695,0.11347517730496454,0.5106382978723404
12,0.9375886524822695,0.11536643026004728,0.5106382978723404
13,0.9375886524822695,0.12198581560283688,0.5106382978723404
14,0.9375886524822695,0.13380614657210402,0.5106382978723404
15,0.9375886524822695,0.14657210401891252,0.5120567375886524
16,0.9375886524822695,0.14657210401891252,0.5120567375886524
17,0.9375886524822695,0.14657210401891252,0.5120567375886524
18,0.9314420803782506,0.14657210401891252,0.5139479905437352
19,0.9314420803782506,0.16643026004728131,0.5158392434988179
20,0.9314420803782506,0.17825059101654847,0.5158392434988179
21,0.9314420803782506,0.19243498817966903,0.5158392434988179
22,0.9314420803782506,0.225531914893617,0.5205673758865248
23,0.9314420803782506,0.225531914893617,0.5205673758865248
24,0.9314420803782506,0.233096926713948,0.5252955082742317
25,0.9314420803782506,0.2619385342789598,0.5252955082742317
26,0.9314420803782506,0.2765957446808511,0.5252955082742317
27,0.9314420803782506,0.31678486997635935,0.5276595744680851
28,0.9314420803782506,0.3380614657210402,0.5276595744680851
29,0.9314420803782506,0.4099290780141844,0.5290780141843971
30,0.9314420803782506,0.4052009456264775,0.5290780141843971
31,0.9314420803782506,0.4052009456264775,0.5290780141843971
32,0.9314420803782506,0.46808510638297873,0.5290780141843971
33,0.9314420803782506,0.48557919621749407,0.5290780141843971
34,0.9314420803782506,0.5177304964539007,0.5290780141843971
35,0.9314420803782506,0.5177304964539007,0.5290780141843971
36,0.9314420803782506,0.5588652482269504,0.532387706855792
37,0.9314420803782506,0.5588652482269504,0.533806146572104
38,0.9314420803782506,0.616548463356974,0.5399527186761229
39,0.9314420803782506,0.6245862884160757,0.5399527186761229
40,0.9314420803782506,0.6245862884160757,0.542789598108747
41,0.9314420803782506,0.6619385342789598,0.5437352245862884
42,0.9314420803782506,0.6619385342789598,0.5437352245862884
43,0.9314420803782506,0.6619385342789598,0.5465721040189125
44,0.9314420803782506,0.6619385342789598,0.5508274231678487
45,0.9314420803782506,0.6945626477541371,0.5541371158392435
46,0.9314420803782506,0.7309692671394799,0.5541371158392435
47,0.9314420803782506,0.7635933806146572,0.5560283687943263
48,0.9314420803782506,0.783451536643026,0.557919621749409
49,0.9314420803782506,0.7900709219858156,0.557919621749409
50,0.9314420803782506,0.7900709219858156,0.5598108747044918
51,0.9314420803782506,0.7900709219858156,0.5650118203309693
52,0.9314420803782506,0.8387706855791962,0.56548463356974
53,0.9702127659574468,0.8387706855791962,0.56548463356974
54,0.9702127659574468,0.8387706855791962,0.5697399527186762
55,0.9702127659574468,0.8387706855791962,0.5697399527186762
56,0.9276595744680851,0.8387706855791962,0.5739952718676123
57,0.9853427895981087,0.8387706855791962,0.5735224586288417
58,0.9853427895981087,0.8387706855791962,0.5815602836879432
59,0.9853427895981087,0.8387706855791962,0.5815602836879432
60,0.9853427895981087,0.8387706855791962,0.5815602836879432
61,0.9853427895981087,0.8387706855791962,0.5820330969267139
62,0.9853427895981087,0.8387706855791962,0.5820330969267139
63,0.9853427895981087,0.8387706855791962,0.5820330969267139
64,0.9853427895981087,0.8387706855791962,0.5910165484633569
65,0.9853427895981087,0.8449172576832151,0.5891252955082742
66,0.9853427895981087,0.8449172576832151,0.5891252955082742
67,0.9853427895981087,0.8449172576832151,0.5962174940898345
68,0.9853427895981087,0.8449172576832151,0.5962174940898345
69,0.9853427895981087,0.8449172576832151,0.592434988179669
70,0.9853427895981087,0.8449172576832151,0.592434988179669
71,0.9853427895981087,0.8449172576832151,0.592434988179669
72,0.9853427895981087,0.8449172576832151,0.592434988179669
73,0.9853427895981087,0.8449172576832151,0.592434988179669
74,0.9853427895981087,0.8449172576832151,0.592434988179669
75,0.9853427895981087,0.8449172576832151,0.592434988179669
76,0.9853427895981087,0.8449172576832151,0.6033096926713948
77,0.9853427895981087,0.8449172576832151,0.6033096926713948
78,0.9853427895981087,0.8553191489361702,0.6033096926713948
79,0.9853427895981087,0.8553191489361702,0.6066193853427896
